"Predation (Mpred), Starvation (Mstarv), Other Natural mortality (Mnat), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Mnat Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Mnat","Mnat","Mnat","F","F","F","Zout","Zout","Zout"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.33333334,0.7064036006259914,0.5145375012499609,0.0,0.0,0.0,0.0,1.0121439088937276,0.01697871096603528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.41666666,0.8605990043915015,0.2314631529285388,0.0,0.0,0.0,0.0,1.059060411308255,0.035334834161983325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.43060948792477366,0.1753043833065154,0.0,0.0,2.8443956856484635E-4,0.0,0.5295515123608731,0.03554471163369241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5833333,0.0,0.03020549472132291,0.0,0.0,5.668169920975702E-5,0.0,0.0,0.03649692578081025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.6666667,0.0,0.005374210657587221,0.0,0.0,1.506285918872028E-4,0.0,0.0,0.0366622113800968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.0,0.007153121377744397,0.0,0.0,1.585215009584421E-4,0.0,0.0,0.03666594732064357,0.0,0.0,8.276473910012305E-5,0.0,0.0,0.0,0.0,
0.8333333,1.1719478669378338,0.17820043459252105,0.0,0.0,3.8413950489016573E-4,0.0,1.170154348423663,0.03562751445653731,0.0,0.0,3.4626830437846E-4,0.0,0.0,0.0,0.0,
0.9166667,0.9187187733136799,0.4935827645581942,0.0,0.0,2.610569148627511E-4,0.0,1.0787636911799545,0.033535605055704354,0.0,0.0,5.642906618088753E-4,0.0,0.0,0.0,0.0,
1.0,0.5464394408371105,0.5028721895204254,0.0,0.0,4.0241303521438665E-4,0.0,0.5697642313642616,0.034036636662865855,0.0,0.0,7.217938143858764E-4,0.0,0.0,0.0,0.0,
