"Predation (Mpred), Starvation (Mstarv), Other Natural mortality (Mnat), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Mnat Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Mnat","Mnat","Mnat","F","F","F","Zout","Zout","Zout"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16666667,0.05399618591548086,0.0,0.0,0.0,0.0022360656763954407,0.0,0.10291895720579504,0.0500001309339669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.0,0.0,0.0,0.0,0.016807561791504815,0.0,0.0,0.05000055627463121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.33333334,0.0,8.049344191536174E-5,0.0,0.0,0.01785281665820691,0.0,0.0,0.05000051363753869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.41666666,0.0,0.001408813996825116,0.0,0.0,0.01715661538707719,0.0,0.0,0.04999876566805578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.8620474792617214,0.023975747462939626,0.0,0.0,0.016487878345464446,0.0,0.24995741300757393,0.049901635539046224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5833333,1.284478837833349,0.1946323283642142,0.0,0.0,0.012766529647184863,0.0,0.2778136494517838,0.049637873253279875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.6666667,0.8133034993457123,0.13712511776282868,0.0,0.0,0.010455517251725402,0.0,0.1502965407799962,0.04940806909818542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.0,0.0656814579034852,0.0,0.0,0.014752336669134407,0.0,0.0,0.049944507647103564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.8333333,0.0,0.06398702115930224,0.0,0.0,0.015234530394816072,0.0,0.0,0.050003646318921374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.9166667,0.0,0.15508332852192563,0.0,0.0,0.016452430063582817,0.0,0.0,0.04989819262422712,0.0,0.0,2.1507862976618704E-9,0.0,0.0,0.0,0.0,
1.0,1.6276520140248203,0.3482918199267556,0.20159956879645008,0.0,0.014699949965782052,0.015392348016375283,0.3006887160400448,0.04981606599467521,0.04994583726793832,0.0,6.892412998621994E-7,0.0,0.0,0.0,0.0,
1.0833334,1.4959648790786866,0.3661617424865815,0.2592501929190362,0.0,0.00848236901609644,0.014758323061737192,0.2925713415588629,0.049417583276695695,0.050026967791113625,0.0,2.118643938239015E-6,0.0,0.0,0.0,0.0,
1.1666666,1.4636603912869692,0.44268710221565066,0.41300651171926894,0.0,0.013132239790392214,0.010882543638415378,0.19990756874060087,0.04926474854607478,0.04985755559222611,0.0,4.942988498987032E-6,0.0,0.0,0.0,0.0,
1.25,0.0,0.35638375782027876,0.4535659363799507,0.0,0.014823926796789007,0.011695636045459937,0.0,0.04973369434696895,0.04980391541988587,0.0,1.5424822408126402E-5,0.0,0.0,0.0,0.0,
1.3333334,0.0,0.4499468075399271,0.3519287206680289,0.0,0.01307559518857851,0.008862222512524769,0.0,0.04900906806422918,0.04980206837380616,0.0,2.43096335519929E-5,1.0874657293854644E-5,0.0,0.0,0.0,
1.4166666,0.0,0.4879225801238399,0.4448593107412458,0.0,0.011054731618172466,0.008141837648152265,0.0,0.049646048504140707,0.049326604267764126,0.0,5.226652529257343E-5,8.04045854861079E-5,0.0,0.0,0.0,
