"Predation (Mpred), Starvation (Mstarv), Other Natural mortality (Mnat), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Mnat Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Mnat","Mnat","Mnat","F","F","F","Zout","Zout","Zout"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16666667,0.10692041301448066,0.043613386993878754,0.0,0.0,0.0,0.0,0.8290557590248535,0.050086424828486006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.1283492899718357,0.11704277445985788,0.0,0.0,0.0,0.0,0.8347802982465645,0.049413089362958254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.33333334,0.2164978111823857,0.09909500013065059,0.0,0.0,7.167400292971615E-5,0.0,0.8595299494281543,0.049646119326538396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.41666666,0.2921640588205977,0.027721761504874962,0.0,0.0,3.206427011855074E-4,0.0,0.8810683305474019,0.05036195928303243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.1627288962595529,0.06092126547016056,0.0,0.0,3.0456827130984066E-4,0.0,0.8445004344843828,0.050072853863988555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5833333,0.40152768764261526,0.3026615868801286,0.0,0.0,2.217096767822534E-4,0.0,0.913377894774609,0.047800484424138937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.6666667,0.6224401517383742,0.15091228267818418,0.0,0.0,8.192679310142958E-4,0.0,0.9816592305293675,0.049611996381400625,0.0,0.0,4.21059156537536E-4,0.0,0.0,0.0,0.0,
0.75,0.4939703912428353,0.23879622922575305,0.0,0.0,9.14465165822776E-4,0.0,0.9438578940479512,0.04849492460314536,0.0,0.0,0.0013640023055918665,0.0,0.0,0.0,0.0,
0.8333333,0.578717583779727,1.2706908033617017,0.0,0.0,3.0006717559816285E-4,0.0,0.9680440043355423,0.04325902906550817,0.0,0.0,4.961132088100377E-4,0.0,0.0,0.0,0.0,
0.9166667,0.22999601257086016,0.8732396926243144,0.0,0.0,0.00663291905748541,0.0,0.863345623798885,0.04494353095994495,0.0,0.0,6.858297503431689E-4,0.0,0.0,0.0,0.0,
1.0,0.4731863182640321,1.0296169251067846,0.0,0.0,0.004235823466743827,0.0,0.9347684657808957,0.04362244680808437,0.0,0.0,8.412895029351361E-4,0.0,0.0,0.0,0.0,
