"Mean size of fish species in cm, weighted by fish numbers, and excluding first ages specified in input"
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.41666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5833333,NaN,NaN,NaN,1.3991059,1.3999271,NaN,NaN,8.951932,NaN,3.7121432,NaN
0.6666667,NaN,NaN,NaN,1.3532165,1.5015352,NaN,NaN,8.744178,NaN,3.7079287,NaN
0.75,108.055984,NaN,0.6313164,1.3287064,1.5268446,NaN,3.7308738,4.5096827,45.406704,3.7094536,2.8721867
0.8333333,109.72848,3.6036444,0.6672431,1.3577335,1.5582583,2.1394625,2.4495707,4.4640284,46.05417,3.7562876,2.9166148
0.9166667,109.78874,3.7508278,0.6969333,1.3750446,1.6061414,2.1833205,2.5672185,4.708495,46.953762,3.7925966,2.969203
1.0,109.78869,4.0366225,0.9580603,1.419758,1.8127035,2.248435,2.6232352,5.0199666,47.868484,3.8369253,3.026372
1.0833334,109.78869,4.165811,1.2663076,1.4714837,1.8791457,2.3325238,2.6426842,5.0762286,48.769993,3.9919136,3.1012597
1.1666666,109.78869,4.326996,1.9145592,1.5499146,1.9675155,2.372457,2.7004316,5.4429507,49.57662,4.3610177,3.2715292
1.25,92.85633,4.546638,2.5428007,1.5822834,2.126352,2.527265,2.7723234,5.5925794,49.47269,4.8624883,3.4839184
