"Predation (Mpred), Starvation (Mstarv), Other Natural mortality (Mnat), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Mnat Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Mnat","Mnat","Mnat","F","F","F","Zout","Zout","Zout"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.33333334,0.7050636848141377,0.5141862235980424,0.0,0.0,0.0,0.0,1.01165838444977,0.016809010529363923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.41666666,0.8602143079881136,0.25137713139033774,0.0,0.0,0.0,0.0,1.0589263605149974,0.03509802065677106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.39428168836265615,0.24059167474508591,0.0,0.0,1.8171506075310696E-4,0.0,0.5174199693359063,0.03498308544310487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5833333,0.0,0.017195184377169517,0.0,0.0,3.4788675681801904E-5,0.0,0.0,0.03666400987184633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.6666667,0.0,0.009765635561825513,0.0,0.0,1.1243536657249068E-4,0.0,0.0,0.03666174373808721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.0,0.008433085001325363,0.0,0.0,1.7886854900527987E-4,0.0,0.0,0.03666339686355118,0.0,0.0,1.0839853273104152E-4,0.0,0.0,0.0,0.0,
0.8333333,1.4374433345388544,0.2819862426038295,0.0,0.0,2.8009860366391844E-4,0.0,1.269393353151759,0.034945956234021164,0.0,0.0,3.4169232036491027E-4,0.0,0.0,0.0,0.0,
0.9166667,1.2864160121639785,0.4060361396752314,0.0,0.0,1.1017387127616451E-4,0.0,1.2103482545299435,0.034325264432733364,0.0,0.0,8.442230364941808E-4,0.0,0.0,0.0,0.0,
1.0,0.6799193859575428,0.3982302064512241,0.0,0.0,2.9447992096992873E-4,0.0,0.6190207491586416,0.034304243809403535,0.0,0.0,0.0010215700582301194,0.0,0.0,0.0,0.0,
