"cumulative catch (tons per time step of saving). ex: if time step of saving is the year, then annual catches are saved"
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0928093,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3419415,0.0
0.5833333,563.1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0881083,0.0
0.6666667,1677.2887,0.0,0.0,0.0,0.0,0.0,0.0,306.4833,0.0,5.4194436,0.0
0.75,1372.0872,87.294426,108.49143,0.0,0.0,0.0,2.9690816E-9,1016.03204,0.0,13.243868,3.9128833
0.8333333,1093.3358,441.38715,509.0497,0.0,0.0,0.0,0.002506142,1469.8497,0.0,23.472988,44.11493
0.9166667,871.7037,901.7329,871.559,0.0,3.0779137E-7,0.0,0.051985793,2089.196,1.2383969,39.096745,163.94699
1.0,695.6548,1324.0936,1212.328,0.0,0.3881386,0.050023243,0.077119686,2804.578,4.7261844,57.767918,244.12398
1.0833334,1018.7144,1707.6451,1564.6853,0.0,0.9054405,0.058694687,0.11429852,3361.1995,10.802526,83.03188,346.92645
1.1666666,2432.052,2044.6821,1959.2352,3.263061E-4,2.2806761,1.2071065,0.15389441,3680.8154,22.689005,111.400566,412.23553
1.25,2134.3008,2418.2732,2179.5422,0.029574512,5.0451703,3.4068594,0.17518482,4043.9897,30.931635,146.00543,468.57758
1.3333334,1642.2523,2793.7776,2777.6182,0.093312494,9.543312,7.1235766,0.23206991,4298.112,41.69855,175.26846,509.47437
1.4166666,1252.5127,3273.9124,4053.923,0.66781026,15.527265,8.350868,0.28459072,4411.963,51.764507,214.1631,549.13776
1.5,1088.6984,3458.0847,4469.1514,2.416148,22.80231,16.197117,0.33964446,4546.748,61.90905,240.78522,566.6507
1.5833334,1498.358,3653.7651,5048.045,4.4224224,27.707533,22.011227,0.40013933,4565.959,75.54446,264.34955,572.66876
1.6666666,2532.793,3799.6216,5138.0596,8.042804,38.132816,24.649986,0.4365789,4479.261,83.45465,292.69308,591.59674
1.75,2664.3489,3937.2493,5072.8633,9.781861,41.836975,29.846449,0.47615653,4386.167,89.995926,316.5723,606.0556
1.8333334,2188.18,4122.034,5000.2983,10.129873,45.90643,35.959976,0.53044313,4305.8438,95.11458,333.16196,645.52386
1.9166666,1396.662,4456.101,5531.338,10.52987,46.49791,40.111942,0.56120056,4344.439,97.132126,353.6814,656.85785
2.0,1202.6372,4574.872,5280.9727,10.783722,47.20969,42.279346,0.5738811,4331.8506,101.75198,370.32693,669.6483
2.0833333,1436.3098,4822.295,5100.529,11.22373,48.04075,44.791992,0.6315955,4276.659,107.76314,379.5495,687.8525
2.1666667,2140.3213,4996.645,4688.4863,12.492045,52.504784,46.451538,0.64216715,4210.57,111.14145,382.21796,717.6465
2.25,2460.711,5068.452,4310.4766,12.741292,58.59948,45.64602,0.6677104,4203.5933,116.249855,380.12296,761.6955
2.3333333,2153.7183,5171.261,4023.2722,13.313642,61.09126,48.035927,0.69700575,4149.5586,120.31319,415.04364,801.61993
2.4166667,1411.6838,5737.971,3905.478,15.443061,66.86847,57.104034,0.7257311,4106.48,121.82932,410.5936,833.3303
2.5,1117.826,5970.161,3491.5417,16.460386,70.24826,60.056374,0.74480784,4086.9077,119.21885,404.1565,891.5524
2.5833333,1029.729,6045.957,3424.3374,16.5737,71.89444,65.69229,0.7709878,4025.1348,114.77661,402.3663,912.75964
2.6666667,1426.512,6137.05,2950.9116,17.620056,72.59801,79.725494,0.78344285,4023.1128,110.02326,400.03113,932.34576
2.75,1459.209,6298.1274,2254.6475,17.638405,72.0918,83.10379,0.7901043,3943.137,107.3054,398.7103,973.5734
2.8333333,1294.4551,6355.859,2038.8728,17.788925,79.54933,85.21853,0.79604423,3911.1172,105.28646,406.32574,1017.02106
2.9166667,692.8206,6615.5806,2235.8643,17.809195,81.273895,94.06921,0.80789423,3903.5632,103.819496,414.35736,1032.0385
3.0,582.17804,6918.9062,2151.9011,18.852484,80.96457,96.58445,0.80887794,3920.592,100.94949,421.2405,1039.9586
3.0833333,841.2038,6949.3633,2111.746,19.698696,93.46631,98.14524,0.8572017,3951.182,97.48418,437.72064,1082.8531
3.1666667,1545.0002,6886.984,2067.1726,19.576782,103.373474,97.10465,0.8642694,3922.9526,94.59665,428.74945,1120.0786
3.25,2024.5184,6869.5347,1860.649,19.350159,102.43735,100.305916,0.8594863,3887.0752,91.385994,421.59042,1150.3273
3.3333333,1807.9146,5888.105,2013.3743,18.942764,102.82497,109.3736,0.86334115,3850.3472,88.48144,410.0463,1172.609
3.4166667,1075.0883,4702.792,2235.1746,19.675123,103.83977,116.495346,0.8841755,3765.2424,85.19073,406.8154,1208.1394
3.5,973.4108,3824.2505,2261.656,19.457703,109.11879,114.28206,0.9117903,3704.8545,82.01009,411.21753,1255.5892
3.5833333,1069.1624,3877.3088,2471.986,19.392437,115.32728,115.43824,0.9381175,3685.2256,78.826294,412.445,1288.8079
3.6666667,1460.7592,3924.4438,2721.635,18.90494,114.19348,122.78623,0.94432914,3642.8865,77.78605,410.29068,1333.0825
3.75,1468.224,4075.3792,2830.4163,18.349562,111.65157,123.6735,0.9274425,3620.6658,76.66951,413.73615,1379.8231
3.8333333,1182.1925,4041.276,2981.7976,17.621132,108.099075,122.435616,0.912616,3540.6821,75.37124,406.2885,1399.9332
3.9166667,604.4527,3731.5244,3195.5334,17.311562,108.41484,123.288376,0.90561277,3502.0938,74.64587,429.86493,1414.2178
