"Mean biomass (tons), excluding first ages specified in input"
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5833333,0.0,0.0,0.0,3709.6292,7758.5913,0.0,0.0,3708.701,0.0,1238.0135,0.0
0.6666667,0.0,0.0,0.0,17853.209,25069.867,0.0,0.0,24051.44,0.0,5440.0483,0.0
0.75,25374.14,0.0,11445.523,30114.889,23254.316,0.0,4012.5786,61558.516,2149.238,8896.958,24750.752
0.8333333,79340.625,53116.082,43255.367,28377.998,21675.559,3909.517,8853.015,97403.48,9519.815,12048.515,49707.11
0.9166667,65789.625,127121.47,46644.34,22020.926,19445.982,18881.902,12163.218,118447.7,9670.179,14748.791,60517.047
1.0,53026.082,167250.72,100335.695,16208.963,21778.03,20227.443,13493.759,140302.25,9755.191,17446.604,63667.566
1.0833334,42743.652,182196.61,111681.82,15228.51,28771.887,19175.629,11756.718,162134.08,9776.956,20183.336,69265.36
1.1666666,34455.113,195008.72,117469.78,12644.916,28689.87,17944.463,10334.934,173250.62,9745.143,22893.3,72625.336
1.25,87399.88,205291.9,127071.56,10176.412,25795.148,16830.008,9489.474,183028.39,11986.604,25150.104,77669.41
1.3333334,216245.62,225558.6,157201.34,10031.613,24325.762,18740.947,9161.754,190340.19,19471.475,27364.13,81201.02
1.4166666,187597.81,238655.4,165831.53,9020.093,21379.3,20740.748,8625.1,194707.88,19236.451,29401.547,81065.164
