"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","OctopusVulgaris < 90.0","OctopusVulgaris >=90.0","MelicertusKerathurus < 8.0","MelicertusKerathurus >=8.0","MetapenaeusMonoceros < 8.0","MetapenaeusMonoceros >=8.0","TrachurusTrachurus < 11.0","TrachurusTrachurus >=11.0","SardinaPilchardus < 9.0","SardinaPilchardus >=9.0","SardinellaAurita < 11.0","SardinellaAurita >=11.0","EngraulisEncrasicolus < 9.0","EngraulisEncrasicolus >=9.0","DiplodusAnnularis < 9.0","DiplodusAnnularis >=9.0","MustelusMustelus < 50.0","MustelusMustelus >=50.0","MerlucciusMerluccius < 11.0","MerlucciusMerluccius >=11.0","PagellusErythrinus < 9.0","PagellusErythrinus >=9.0","CILC","COPC","HNFC","PHYSN","PHYLN","Benthos"
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798.562,20745.281,44773.832,6266.3564,6.181622,999999.94
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,4081.674,0.0,7258.7114,0.0,0.0,0.0,0.0,0.0,14.883535,0.0,0.0,0.0,1343.7249,0.0,0.0,0.0,5409.2295,20958.852,48146.027,6783.559,4.8408,999999.94
0.25,0.0,0.0,0.0,0.0,0.0,0.0,16770.633,0.0,16258.268,0.0,0.0,0.0,1.1678293,0.0,366.6677,0.0,0.0,0.0,5508.3184,0.0,25.760386,0.0,4602.94,22558.91,45652.844,6230.3364,2.7037413,999999.94
0.33333334,115.05947,0.0,25.9231,0.0,32106.637,0.0,25273.68,0.0,17589.342,0.0,0.0,0.0,175.36179,0.0,2878.1094,0.0,6388.3193,0.0,8945.739,0.0,1508.6699,0.0,5099.195,25477.062,45396.832,6116.711,6.6604486,999999.94
0.41666666,3005.2034,0.0,2067.4336,0.0,34893.145,0.0,28328.352,0.0,16732.148,0.0,1861.625,0.0,2013.2054,0.0,12053.856,0.0,8635.561,0.0,10824.894,0.0,5541.3267,0.0,6370.445,28805.78,46204.86,6309.127,19.427176,999999.94
0.5,16287.32,0.0,13444.331,0.0,33534.703,0.0,27495.137,0.0,15916.389,0.0,8264.715,0.0,4084.2893,0.0,25979.988,0.0,8552.562,0.0,12236.553,5.308622,8230.406,0.0,8100.5034,31259.494,47479.68,6532.1704,24.364119,999999.94
0.5833333,26649.4,20690.256,30045.605,0.0,39181.42,0.0,27349.348,0.0,16300.288,0.0,12090.139,0.0,5669.9917,0.0,43444.133,0.0,8635.885,0.0,12660.425,47.392868,9978.495,0.0,10312.932,33123.113,48815.58,6790.2666,15.964782,999999.94
0.6666667,855.1712,76343.16,42898.004,0.0,42419.656,0.0,28322.752,0.0,24313.129,0.0,14207.747,0.0,7173.2915,0.0,51821.91,7030.281,8749.924,0.0,12750.485,389.27063,11954.216,70.32883,12538.481,32445.695,49386.703,6977.1523,5.786631,999999.94
0.75,0.0,68628.445,51584.19,2771.1643,43037.742,9957.232,29622.428,0.0,28705.846,0.0,14545.64,0.0,7830.286,1.7561225E-4,46283.52,25631.27,8953.42,0.0,12807.688,896.3644,12320.866,1258.8678,14133.141,29241.402,50505.445,7008.278,6.89669,999999.94
0.8333333,254.21239,54682.47,57492.016,11235.157,61552.22,18841.197,30355.97,0.0,32106.447,0.0,17484.963,0.021448603,7472.3013,5.248792,47997.473,37321.324,15494.847,0.0,12522.288,1784.2885,10927.464,4543.124,12330.911,25135.348,51677.37,6875.4844,10.1484165,999999.94
0.9166667,6834.5425,43620.707,55507.66,31470.365,58014.926,35903.547,26069.268,0.0,31624.195,0.25287125,17444.184,0.053389143,7067.678,27.792385,50147.324,51987.957,17990.53,106.28966,11006.623,3110.7434,10791.111,6922.4985,9167.416,21565.412,49680.934,6744.206,16.757826,999999.94
1.0,35236.81,34809.656,52366.91,48174.523,61012.168,41629.914,19379.477,0.0,29235.723,4.798897,18628.947,97.90739,6414.323,76.47962,48435.074,71040.734,17685.87,675.737,9423.968,5068.29,10742.025,8422.778,6631.231,20448.467,45404.96,6137.549,21.515812,999999.94
1.0833334,66695.26,46697.465,53837.207,60108.266,57927.098,51074.04,13674.613,0.0,27354.496,13.751394,21184.012,104.85111,5508.96,134.4659,47762.65,87166.586,16039.356,2555.1968,7481.05,7812.5503,10665.291,9720.696,5798.562,20745.281,44773.832,6266.3564,6.181622,999999.94
1.1666666,37326.945,100048.445,53730.062,72028.42,54993.67,54960.457,9662.643,0.40742537,30236.607,130.369,21581.627,189.93341,4927.2397,276.83667,48266.7,100483.21,14444.305,4256.346,6975.3545,11354.645,11857.542,11639.28,5409.2295,20958.852,48146.027,6783.559,4.8408,999999.94
1.25,25829.205,106337.09,56580.957,82326.98,56058.133,58591.664,7602.1562,3.9223707,29223.707,180.96136,21423.756,255.6746,4320.2637,388.6834,45349.906,109363.305,12613.149,6166.084,6592.5034,15606.46,12371.94,13407.475,4602.94,22558.91,45652.844,6230.3364,2.7037413,999999.94
