"Mean Trophic Level of fish species, weighted by fish biomass, and excluding first ages specified in input"
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.41666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5833333,NaN,NaN,NaN,3.0477426,3.0069854,NaN,NaN,3.5429444,NaN,3.171989,NaN
0.6666667,NaN,NaN,NaN,3.027431,3.0062454,NaN,NaN,3.638786,NaN,3.1901364,NaN
0.75,3.6166918,NaN,3.203941,3.0334966,3.045648,NaN,3.0359921,3.641846,3.973165,3.259926,3.4751115
0.8333333,3.6425111,3.581558,3.8251727,3.0219257,3.0229,3.0222003,3.0631952,3.639003,3.9854248,3.400334,3.5722022
0.9166667,3.6314948,3.5546265,3.6701794,3.0212104,3.010584,3.024417,3.0222359,3.6293402,4.06784,3.5557334,3.5906594
1.0,3.6205049,3.5556908,3.6652586,3.0178626,3.0561976,3.065616,3.0302546,3.6399608,4.1107707,3.6890905,3.677719
1.0833334,3.61061,3.555055,3.6127555,3.083769,3.1100438,3.1081548,3.0987182,3.6182551,4.1131196,3.7984664,3.6255
1.1666666,3.7109227,3.5544815,3.5270958,3.0524228,3.0940392,3.0329258,3.11462,3.6071842,4.083567,3.8834333,3.6477866
1.25,3.7069247,3.5437322,3.531048,3.064731,3.1071758,3.1825256,3.1084442,3.5876002,4.0813823,3.8990176,3.68995
