"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","OctopusVulgaris < 90.0","OctopusVulgaris >=90.0","MelicertusKerathurus < 8.0","MelicertusKerathurus >=8.0","MetapenaeusMonoceros < 8.0","MetapenaeusMonoceros >=8.0","TrachurusTrachurus < 11.0","TrachurusTrachurus >=11.0","SardinaPilchardus < 9.0","SardinaPilchardus >=9.0","SardinellaAurita < 11.0","SardinellaAurita >=11.0","EngraulisEncrasicolus < 9.0","EngraulisEncrasicolus >=9.0","DiplodusAnnularis < 9.0","DiplodusAnnularis >=9.0","MustelusMustelus < 50.0","MustelusMustelus >=50.0","MerlucciusMerluccius < 11.0","MerlucciusMerluccius >=11.0","PagellusErythrinus < 9.0","PagellusErythrinus >=9.0","CILC","COPC","HNFC","PHYSN","PHYLN","Benthos"
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798.562,20745.281,44773.832,6266.3564,6.181622,999999.94
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,4082.203,0.0,7258.7104,0.0,0.0,0.0,0.0,0.0,14.883532,0.0,0.0,0.0,1343.7245,0.0,0.0,0.0,5409.2295,20958.852,48146.027,6783.559,4.8408,999999.94
0.25,0.0,0.0,0.0,0.0,0.0,0.0,16780.299,0.0,16257.979,0.0,0.0,0.0,1.1678652,0.0,367.30746,0.0,0.0,0.0,5501.1865,0.0,25.760374,0.0,4602.94,22558.91,45652.844,6230.3364,2.7037413,999999.94
0.33333334,115.070175,0.0,25.935167,0.0,32082.371,0.0,25237.754,0.0,17619.596,0.0,0.0,0.0,175.62904,0.0,2882.6523,0.0,6388.3193,0.0,8922.857,0.0,1505.1936,0.0,5099.195,25477.062,45396.832,6116.711,6.6604486,999999.94
0.41666666,3005.452,0.0,2056.2678,0.0,34841.977,0.0,28316.27,0.0,16825.54,0.0,1862.7579,0.0,2016.5781,0.0,12063.219,0.0,8635.562,0.0,10794.272,5.3849277,5539.3887,0.0,6370.445,28805.78,46204.86,6309.127,19.427176,999999.94
0.5,16288.554,0.0,13611.741,0.0,33705.164,0.0,27501.445,0.0,15974.529,0.0,8252.725,0.0,4084.68,0.0,25970.338,0.0,8567.565,0.0,12011.94,20.922358,8261.257,0.0,8100.5034,31259.494,47479.68,6532.1704,24.364119,999999.94
0.5833333,26650.854,20692.201,31355.346,0.0,40603.438,0.0,27219.37,0.0,16370.153,0.0,12211.283,0.0,5611.0654,0.0,43620.715,0.0,8596.624,0.0,12804.341,85.89818,9992.231,0.0,10312.932,33123.113,48815.58,6790.2666,15.964782,999999.94
0.6666667,855.15497,77672.2,45467.22,0.0,43041.87,0.0,27471.33,0.0,23846.549,0.0,14773.009,0.0,7116.8643,0.0,51509.848,7121.148,8645.51,0.0,13020.55,306.5292,11996.03,70.32864,12538.481,32445.695,49386.703,6977.1523,5.786631,999999.94
0.75,0.0,69681.375,56685.43,2253.874,42691.633,2089.8384,29958.729,0.0,28735.049,0.0,14981.927,0.0,7713.5444,4.741971E-6,46233.74,23912.277,8726.905,0.0,13234.805,854.0897,12576.605,1190.5718,14133.141,29241.402,50505.445,7008.278,6.89669,999999.94
0.8333333,421.85168,55487.36,61588.75,11603.965,49026.816,11098.3545,31144.326,0.0,33802.008,0.0,15233.681,0.0,8059.257,4.821195,47288.047,35795.76,15243.468,0.0,13128.793,1887.7842,12318.436,4005.6196,12330.911,25135.348,51677.37,6875.4844,10.1484165,999999.94
0.9166667,10756.217,44248.28,60367.73,26472.662,51781.008,20741.23,26730.943,0.0,32241.03,8.178376E-6,15918.704,0.0,7577.157,87.92444,46388.977,51364.836,17654.018,190.4473,11954.486,3539.7288,12632.118,6482.5693,9167.416,21565.412,49680.934,6744.206,16.757826,999999.94
1.0,51940.26,35311.1,59308.824,40017.56,50774.19,29039.553,20212.99,0.0,28879.82,11.909336,17667.271,1.9156053,6651.4507,139.01096,42821.914,69868.7,17450.934,749.10956,9948.463,5400.5703,12612.235,9188.969,6631.231,20448.467,45404.96,6137.549,21.515812,999999.94
1.0833334,86557.46,46709.38,60943.418,53566.81,56684.457,38770.438,15058.8545,0.0,26353.756,27.520792,18461.61,2.5598035,5883.7686,225.64888,41630.46,84469.52,16775.305,1703.9374,7868.94,8173.408,12590.588,11063.436,5798.562,20745.281,44773.832,6266.3564,6.181622,999999.94
1.1666666,49784.76,113815.43,62187.008,65015.58,60357.07,47158.38,11855.747,0.012897746,26589.645,66.0061,18082.336,58.15401,4993.1284,299.71454,43414.05,95020.87,15111.241,3580.243,6699.855,11137.638,13027.757,13211.734,5409.2295,20958.852,48146.027,6783.559,4.8408,999999.94
1.25,40335.465,107957.81,63052.805,77248.68,71950.97,52312.516,10508.362,1.1828786,22904.68,162.69962,17600.664,157.40346,4500.8076,331.07602,42262.06,104239.38,13909.13,4869.762,5956.727,15152.136,12455.03,16169.728,4602.94,22558.91,45652.844,6230.3364,2.7037413,999999.94
1.3333334,36099.39,82849.15,66461.02,89678.49,94434.4,65928.06,8097.922,3.8659024,20709.332,282.24564,18718.184,345.16537,3990.7249,432.65762,45428.152,111000.28,18678.314,6616.547,6366.8926,18732.342,12674.087,18303.414,5099.195,25477.062,45396.832,6116.711,6.6604486,999999.94
1.4166666,36551.047,62794.516,66890.01,106380.305,78894.55,101540.52,6179.7827,26.409056,18543.148,471.4762,18489.709,389.0557,3504.0981,550.1028,49770.95,114979.18,19503.584,8186.7896,6569.5117,22499.256,13162.013,19123.979,6370.445,28805.78,46204.86,6309.127,19.427176,999999.94
1.5,65676.67,54459.06,69784.4,114329.64,71156.805,113068.05,4314.125,99.08609,17301.158,707.91,16377.689,752.1415,2763.8032,673.2814,41875.707,119190.266,17793.555,9797.494,6722.173,26397.533,13221.239,19723.32,8100.5034,31259.494,47479.68,6532.1704,24.364119,999999.94
1.5833334,90321.75,71249.73,72775.58,120450.85,80343.71,125691.14,3168.9812,190.62283,16468.936,908.5714,15433.175,993.92566,2326.0662,772.9437,38695.367,120170.05,15558.905,11983.523,6875.635,29177.807,12284.661,20286.768,10312.932,33123.113,48815.58,6790.2666,15.964782,999999.94
1.6666666,60866.926,117899.76,75126.46,126216.98,56012.066,134124.89,4476.252,361.84607,14379.436,1278.2577,15482.228,1136.4513,2086.289,854.3461,43279.402,118521.33,14046.328,13236.25,7044.2754,31710.846,11362.753,20772.43,12538.481,32445.695,49386.703,6977.1523,5.786631,999999.94
1.75,40688.348,133411.8,72617.266,130778.56,43246.707,131116.34,5334.9165,459.62173,12256.292,1383.3016,14262.696,1335.4199,1856.3254,920.36053,44993.062,116026.86,12779.214,14241.469,5250.7563,35505.375,8968.476,22429.277,14133.141,29241.402,50505.445,7008.278,6.89669,999999.94
1.8333334,28765.855,110969.484,75776.96,136359.5,75112.734,127467.266,3329.9683,469.00504,11325.342,1528.4594,13543.154,1681.1067,1530.9338,1031.8934,61952.594,113729.4,18124.64,15047.117,6173.162,37649.95,7935.6816,23639.307,12330.911,25135.348,51677.37,6875.4844,10.1484165,999999.94
1.9166666,46277.316,70919.68,83031.15,148601.2,48250.836,141032.55,2158.6243,497.0863,9650.909,1575.3093,11323.007,1906.9525,1487.1512,1101.1659,65250.523,114570.03,19755.328,15394.459,6829.039,40111.49,8061.55,25016.623,9167.416,21565.412,49680.934,6744.206,16.757826,999999.94
2.0,108301.28,60417.055,91259.445,153264.78,44641.285,138879.62,1392.06,516.3602,7696.442,1603.028,9976.904,2004.3894,1483.9233,1128.223,54115.48,114264.86,18455.531,16162.009,8247.42,42465.07,7204.0195,26682.127,6631.231,20448.467,45404.96,6137.549,21.515812,999999.94
2.0833333,142036.17,70432.36,87874.516,161803.98,56845.293,133270.55,763.5973,526.0254,6114.8384,1622.385,8551.203,2126.131,1034.7201,1240.63,48595.02,112776.78,16700.97,17130.676,7089.4863,43815.543,5492.311,28127.072,5798.562,20745.281,44773.832,6266.3564,6.181622,999999.94
2.1666667,130540.92,101617.78,84216.39,168270.97,27839.932,124693.17,510.02954,593.3991,4836.7397,1736.2299,6562.558,2213.1143,919.2032,1249.8591,42915.875,111099.93,15420.028,17659.453,6934.3984,44439.395,5330.5806,29515.264,5409.2295,20958.852,48146.027,6783.559,4.8408,999999.94
2.25,108797.09,121504.09,82327.08,170630.27,15712.016,114421.336,407.4884,595.1303,3667.8455,1948.9529,5377.7812,2174.8677,740.94037,1300.5398,39234.625,110860.93,13713.636,18500.46,6123.4565,44592.645,4603.725,31352.283,4602.94,22558.91,45652.844,6230.3364,2.7037413,999999.94
2.3333333,87344.71,108640.13,80860.516,173456.6,62464.477,104949.02,313.12387,614.513,3215.3987,2025.3499,4017.2783,2269.9275,718.3716,1355.36,41491.58,109512.83,18495.803,19157.84,9041.393,44513.254,5527.9146,32249.92,5099.195,25477.062,45396.832,6116.711,6.6604486,999999.94
