"Mean Trophic Level of fish species, weighted by fish catch, and including first ages specified in input"
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.41666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7348323,NaN
0.5833333,3.7648885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7300248,NaN
0.6666667,3.8399208,NaN,NaN,NaN,NaN,NaN,NaN,3.6716232,NaN,3.7796953,NaN
0.75,3.787614,3.5522625,3.5320246,NaN,NaN,NaN,3.0000765,3.7024457,NaN,3.6618772,3.686971
0.8333333,3.8159764,3.6154363,3.8686478,NaN,NaN,3.0057304,3.0674624,3.73877,NaN,3.8294814,3.718774
0.9166667,3.8154902,3.6010303,3.7018409,NaN,3.000459,3.0083172,3.1623356,3.668508,4.1995144,3.793962,3.7637513
1.0,3.728504,3.6367717,3.581873,NaN,3.0093024,3.3459988,3.0212164,3.6633344,4.074475,3.870551,3.700014
1.0833334,3.7069414,3.5414832,3.5263338,3.936631,3.0028515,3.3423212,3.070836,3.62254,4.0842924,3.811207,3.5734751
1.1666666,3.7189333,3.5652838,3.5578375,3.8429732,3.0739968,3.4687934,3.1371078,3.6558013,4.0218863,3.888376,3.662129
1.25,3.6932056,3.528009,3.532368,3.92632,3.1093545,3.4016385,3.1887598,3.6091206,4.071193,3.813563,3.5921302
1.3333334,3.7209008,3.5411642,3.6029181,3.0094538,3.3050835,3.320009,3.174682,3.6062644,3.988832,3.799941,3.6035764
1.4166666,3.7462823,3.5538633,3.5667956,3.4158607,3.117204,3.1706557,3.0868196,3.6312368,4.009731,3.8337998,3.6226273
