;-3.5485437;;-3.5485437;;-3.5487083;;-3.5643247;;-3.6029732;;-3.6582041;;-3.7305378;;-3.8222672;;-3.935106;;-4.0703827;;-4.4866981;;-4.6701418;;-4.863328;;-5.0452578;;-5.1974731;;-5.3761751;;-5.6336898;;-5.9966472;;-6.4846088;;-7.1100989;;-7.8834929;;-8.8021257;;-9.8471817;;-11.002385;;-12.244299;;-13.549659;;-14.887969;;-16.208993;;-17.449481;;-18.562129;;-19.541204;;-20.414777;;-21.212976;;-21.943559;;-22.594761;;-23.162498;;-23.664971;;-24.124628;;-24.54979;;-24.939141;;-25.289086;;-25.595255;;-25.855229;;-26.069066;;-26.237798;;-26.366785;;-26.474254;;-26.590876;;-26.741735;;-26.9292;;-27.136791;;-27.342423;;-27.521429;;-27.646242;;-27.701681;;-27.698448;;-27.660658;;-27.606729;;-27.559032;;-27.552658;;-27.601344;;-27.671573;;-27.721251;;-27.740916;;-27.740916;
;-3.5485437;;-3.5485437;;-3.5487083;;-3.5643247;;-3.6029732;;-3.6582041;;-3.7305378;;-3.8222672;;-3.935106;;-4.0703827;;-4.4866982;;-4.6701419;;-4.8633279;;-5.0452577;;-5.1974729;;-5.376175;;-5.6336897;;-5.9966471;;-6.4846088;;-7.1100989;;-7.883493;;-8.8021258;;-9.8471817;;-11.002385;;-12.244299;;-13.549659;;-14.887969;;-16.208993;;-17.449481;;-18.562129;;-19.541204;;-20.414777;;-21.212976;;-21.943559;;-22.594761;;-23.162498;;-23.664971;;-24.124628;;-24.54979;;-24.939141;;-25.289086;;-25.595255;;-25.855229;;-26.069066;;-26.237798;;-26.366785;;-26.474254;;-26.590876;;-26.741735;;-26.9292;;-27.136791;;-27.342423;;-27.521429;;-27.646242;;-27.701681;;-27.698448;;-27.660658;;-27.606729;;-27.559032;;-27.552658;;-27.601344;;-27.671573;;-27.721251;;-27.741149;;-27.741149;
;-3.5485439;;-3.5485439;;-3.548985;;-3.569179;;-3.6104866;;-3.6685389;;-3.7442627;;-3.8401654;;-3.9579871;;-4.0993181;;-4.5254777;;-4.7154119;;-4.9150601;;-5.1037535;;-5.2556985;;-5.4400139;;-5.7166443;;-6.1036883;;-6.6146492;;-7.261785;;-8.0541993;;-8.9838615;;-10.032489;;-11.181003;;-12.408517;;-13.696816;;-15.015964;;-16.315034;;-17.530888;;-18.61352;;-19.556072;;-20.394363;;-21.170295;;-21.896503;;-22.559494;;-23.150538;;-23.67938;;-24.157509;;-24.586229;;-24.963909;;-25.291046;;-25.568655;;-25.80013;;-25.992077;;-26.150909;;-26.285032;;-26.411905;;-26.555436;;-26.730732;;-26.933898;;-27.147821;;-27.351411;;-27.520443;;-27.631278;;-27.677127;;-27.677292;;-27.660041;;-27.640366;;-27.627372;;-27.638289;;-27.678712;;-27.72497;;-27.752218;;-27.765389;;-27.765389;
;-3.5485447;;-3.5485447;;-3.5498762;;-3.575529;;-3.6202366;;-3.6818817;;-3.7619399;;-3.8632083;;-3.9874976;;-4.1367194;;-4.5745577;;-4.7741731;;-4.9845041;;-5.1839834;;-5.3415684;;-5.5443757;;-5.8575792;;-6.288277;;-6.8435846;;-7.5333691;;-8.3625688;;-9.3141738;;-10.369422;;-11.503617;;-12.699593;;-13.946172;;-15.215313;;-16.459962;;-17.622501;;-18.652827;;-19.54234;;-20.335549;;-21.086578;;-21.811033;;-22.492414;;-23.118452;;-23.689581;;-24.201065;;-24.640868;;-25.0039;;-25.295806;;-25.52796;;-25.716169;;-25.877165;;-26.023038;;-26.16513;;-26.320241;;-26.503417;;-26.714624;;-26.938495;;-27.15485;;-27.34517;;-27.491682;;-27.582031;;-27.622064;;-27.638116;;-27.6571;;-27.685854;;-27.717258;;-27.747273;;-27.770677;;-27.774057;;-27.755429;;-27.741208;;-27.741208;
;-3.5485459;;-3.5485459;;-3.5508349;;-3.5792505;;-3.6259092;;-3.6896366;;-3.7722181;;-3.8766349;;-4.004794;;-4.1588253;;-4.6045808;;-4.8102264;;-5.0290782;;-5.2402812;;-5.4173225;;-5.6630987;;-6.0305447;;-6.5202809;;-7.136706;;-7.8859258;;-8.7590374;;-9.7385522;;-10.797435;;-11.904923;;-13.048642;;-14.222235;;-15.402534;;-16.556026;;-17.640234;;-18.609567;;-19.453302;;-20.21777;;-20.959658;;-21.690767;;-22.391069;;-23.049461;;-23.662614;;-24.211607;;-24.668488;;-25.020803;;-25.278315;;-25.466012;;-25.615927;;-25.754777;;-25.89656;;-26.051963;;-26.236461;;-26.457966;;-26.702402;;-26.940785;;-27.147338;;-27.308485;;-27.421597;;-27.492758;;-27.538632;;-27.582947;;-27.642066;;-27.712359;;-27.776279;;-27.816255;;-27.816496;;-27.766077;;-27.682313;;-27.623285;;-27.623285;
;-3.5485455;;-3.5485455;;-3.5505777;;-3.5783667;;-3.6245565;;-3.6877853;;-3.7697835;;-3.8735198;;-4.0010034;;-4.1544284;;-4.6011052;;-4.8069221;;-5.0291321;;-5.2525468;;-5.4723842;;-5.7879867;;-6.2232971;;-6.7826202;;-7.470081;;-8.2777372;;-9.192649;;-10.191531;;-11.236027;;-12.294745;;-13.363884;;-14.440104;;-15.507497;;-16.551711;;-17.550316;;-18.466253;;-19.286267;;-20.048772;;-20.800136;;-21.543192;;-22.25623;;-22.933244;;-23.572911;;-24.1485;;-24.619466;;-24.966055;;-25.201685;;-25.36362;;-25.496946;;-25.634881;;-25.790377;;-25.969871;;-26.184323;;-26.435786;;-26.701539;;-26.942826;;-27.129094;;-27.25404;;-27.333665;;-27.391727;;-27.448886;;-27.52001;;-27.609898;;-27.707693;;-27.790842;;-27.833783;;-27.808839;;-27.697995;;-27.532698;;-27.412693;;-27.412693;
;-3.5485446;;-3.5485446;;-3.549697;;-3.5745509;;-3.6186961;;-3.6797486;;-3.7591422;;-3.8597112;;-3.9835982;;-4.1329901;;-4.5763773;;-4.7790874;;-5.0025416;;-5.2432487;;-5.5313969;;-5.9200501;;-6.4227144;;-7.0496339;;-7.7983901;;-8.6530701;;-9.5963108;;-10.591115;;-11.59116;;-12.57745;;-13.560954;;-14.541643;;-15.509376;;-16.462458;;-17.393217;;-18.27606;;-19.097681;;-19.879862;;-20.647718;;-21.39486;;-22.103903;;-22.77688;;-23.41724;;-23.997817;;-24.473353;;-24.820186;;-25.053979;;-25.218339;;-25.363073;;-25.522804;;-25.709073;;-25.922907;;-26.16653;;-26.435035;;-26.703497;;-26.933778;;-27.097954;;-27.197864;;-27.261105;;-27.317031;;-27.382317;;-27.465723;;-27.569546;;-27.681674;;-27.775794;;-27.817863;;-27.765885;;-27.589624;;-27.332307;;-27.141525;;-27.141525;
;-3.5485443;;-3.5485443;;-3.5492065;;-3.5710559;;-3.6132217;;-3.6721427;;-3.7489705;;-3.8464258;;-3.9668594;;-4.3773901;;-4.552418;;-4.7537211;;-4.9836423;;-5.255575;;-5.6016857;;-6.0438443;;-6.5971355;;-7.2719772;;-8.0564655;;-8.9364522;;-9.8823469;;-10.844193;;-11.779312;;-12.692828;;-13.610286;;-14.534345;;-15.453768;;-16.363835;;-17.261144;;-18.133264;;-18.970586;;-19.775833;;-20.549184;;-21.27865;;-21.958137;;-22.600098;;-23.213788;;-23.778227;;-24.251766;;-24.608619;;-24.861161;;-25.051812;;-25.229027;;-25.425807;;-25.652397;;-25.904097;;-26.171141;;-26.439848;;-26.689455;;-26.895704;;-27.044492;;-27.144467;;-27.220106;;-27.289837;;-27.360877;;-27.44211;;-27.542672;;-27.654467;;-27.74842;;-27.782429;;-27.702503;;-27.469553;;-27.137652;;-26.891168;;-26.891168;
;-3.5485456;;-3.5485456;;-3.5491691;;-3.5699589;;-3.6111901;;-3.668948;;-3.7442773;;-3.8398456;;-3.9581843;;-4.3677788;;-4.5404235;;-4.7422855;;-4.9816665;;-5.2775572;;-5.6505172;;-6.1175361;;-6.6936955;;-7.3819438;;-8.171886;;-9.0457712;;-9.9661568;;-10.88262;;-11.769733;;-12.650215;;-13.554067;;-14.483021;;-15.416928;;-16.335785;;-17.230435;;-18.099528;;-18.9422;;-19.750151;;-20.50559;;-21.194859;;-21.824478;;-22.41715;;-22.988395;;-23.527137;;-23.999719;;-24.376682;;-24.660095;;-24.885985;;-25.101259;;-25.338267;;-25.605373;;-25.890911;;-26.172632;;-26.42924;;-26.649033;;-26.829902;;-26.977248;;-27.102348;;-27.214512;;-27.311849;;-27.390879;;-27.463232;;-27.546757;;-27.640131;;-27.716546;;-27.732497;;-27.632801;;-27.381614;;-27.038506;;-26.788517;;-26.788517;
;-3.5485525;;-3.5485525;;-3.549576;;-3.5715653;;-3.6127203;;-3.6698289;;-3.7439362;;-3.8375712;;-4.2165831;;-4.3570636;;-4.5251335;;-4.7218686;;-4.9585487;;-5.2530621;;-5.6236504;;-6.0852573;;-6.6515429;;-7.3220672;;-8.0885718;;-8.9332398;;-9.8216795;;-10.714998;;-11.601548;;-12.505562;;-13.452111;;-14.438078;;-15.431337;;-16.390832;;-17.29353;;-18.145171;;-18.961535;;-19.740166;;-20.458607;;-21.101826;;-21.682196;;-22.228914;;-22.763105;;-23.281948;;-23.757618;;-24.1557;;-24.466725;;-24.719984;;-24.962746;;-25.229177;;-25.525988;;-25.834817;;-26.124956;;-26.373652;;-26.579495;;-26.757285;;-26.924254;;-27.088529;;-27.242755;;-27.368394;;-27.455279;;-27.51659;;-27.57508;;-27.636636;;-27.682384;;-27.676435;;-27.576087;;-27.361489;;-27.088238;;-26.898449;;-26.898449;
