,Haddock.growthpot.csv
51,4.87460992211772
52,4.87460992211772
53,4.87460992211772
54,4.87460992211772
55,4.87460992211772
56,4.87460992211772
57,4.87460992211772
58,4.87460992211772
59,4.87460992211772
60,4.87460992211772
