,Hake.growthpot.csv
51,3.61458245180306
52,3.61458245180306
53,3.61458245180306
54,3.61458245180306
55,3.61458245180306
56,3.61458245180306
57,3.61458245180306
58,3.61458245180306
59,3.61458245180306
60,3.61458245180306
