,GreyGurnard.growthpot.csv
51,1.87654412238284
52,1.87654412238284
53,1.87654412238284
54,1.87654412238284
55,1.87654412238284
56,1.87654412238284
57,1.87654412238284
58,1.87654412238284
59,1.87654412238284
60,1.87654412238284
