,HorseMackerel.growthpot.csv
51,1.37493558487833
52,1.37493558487833
53,1.37493558487833
54,1.37493558487833
55,1.37493558487833
56,1.37493558487833
57,1.37493558487833
58,1.37493558487833
59,1.37493558487833
60,1.37493558487833
