,Saithe.growthpot.csv
51,3.20322805107165
52,3.20322805107165
53,3.20322805107165
54,3.20322805107165
55,3.20322805107165
56,3.20322805107165
57,3.20322805107165
58,3.20322805107165
59,3.20322805107165
60,3.20322805107165
