"Mean Trophic Level of fish species, weighted by fish catch, and including first ages specified in input"
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.41666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN
0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.733544,NaN
0.5833333,3.740745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.812268,NaN
0.6666667,3.668999,NaN,NaN,NaN,NaN,NaN,NaN,3.636737,NaN,3.7150345,NaN
0.75,3.6134114,3.6686616,3.6539547,NaN,NaN,NaN,3.0,3.7359254,NaN,3.8317943,3.5000856
0.8333333,3.6413877,3.6859677,3.9928343,NaN,NaN,3.018269,3.5436873,3.7460382,NaN,3.8509052,3.692638
0.9166667,3.6315129,3.6172385,3.8050127,NaN,3.0,3.0014315,3.0000122,3.6872194,3.9076042,3.9234436,3.7060015
1.0,3.6205533,3.6150575,3.7150726,NaN,3.0000598,3.504072,3.0575023,3.7003264,4.0311875,3.9530761,3.898478
1.0833334,3.6095252,3.6118085,3.6034806,3.5232284,3.2590866,3.0316024,3.2920108,3.6494064,4.115309,3.9659839,3.7713964
1.1666666,3.691736,3.6047323,3.5296526,3.9002473,3.2110004,3.3939822,3.1913736,3.6368103,4.1028705,4.0292325,3.7836115
1.25,3.7139158,3.5636263,3.546293,3.4981558,3.2950425,3.2981157,3.112827,3.6143253,4.1103716,3.9799275,3.8487136
